Site,Lat,Lon,Color,VWC,SWC_sat,SWC,ID,WL,Albedo,Ref
Watkinsville,33.8629,-83.4088,8,0.19,0.424253,0.08060807,5,2090.529174,0.3687307195,36.87307195
Watkinsville,33.8629,-83.4088,8,0.19,0.424253,0.08060807,5,2120.507818,0.375802199,37.5802199
Watkinsville,33.8629,-83.4088,8,0.19,0.424253,0.08060807,5,2153.71635,0.3745326548,37.45326548
Watkinsville,33.8629,-83.4088,8,0.19,0.424253,0.08060807,5,2173.53073,0.363771192,36.3771192
Watkinsville,33.8629,-83.4088,8,0.19,0.424253,0.08060807,5,2206.765629,0.3648825375,36.48825375
Watkinsville,33.8629,-83.4088,8,0.19,0.424253,0.08060807,5,2223.284204,0.3565098742,35.65098742
Watkinsville,33.8629,-83.4088,8,0.19,0.424253,0.08060807,5,2249.901126,0.3600179292,36.00179292
Watkinsville,33.8629,-83.4088,8,0.19,0.424253,0.08060807,5,2279.708387,0.3516136262,35.16136262
Watkinsville,33.8629,-83.4088,8,0.19,0.424253,0.08060807,5,2312.811454,0.3408205236,34.08205236
Watkinsville,33.8629,-83.4088,8,0.19,0.424253,0.08060807,5,2345.91452,0.3300274211,33.00274211
Watkinsville,33.8629,-83.4088,8,0.19,0.424253,0.08060807,5,2369.037889,0.3180676036,31.80676036
Watkinsville,33.8629,-83.4088,8,0.19,0.424253,0.08060807,5,2388.839086,0.3061156959,30.61156959
Watkinsville,33.8629,-83.4088,8,0.3,0.424253,0.1272759,6,459.4220476,0.07975716508,7.975716508
Watkinsville,33.8629,-83.4088,8,0.3,0.424253,0.1272759,6,492.7228623,0.08682073457,8.682073457
Watkinsville,33.8629,-83.4088,8,0.3,0.424253,0.1272759,6,529.3458486,0.09387639413,9.387639413
Watkinsville,33.8629,-83.4088,8,0.3,0.424253,0.1272759,6,549.4898094,0.1128760514,11.28760514
Watkinsville,33.8629,-83.4088,8,0.3,0.424253,0.1272759,6,559.693622,0.134280328,13.4280328
Watkinsville,33.8629,-83.4088,8,0.3,0.424253,0.1272759,6,573.2064229,0.1544862499,15.44862499
Watkinsville,33.8629,-83.4088,8,0.3,0.424253,0.1272759,6,590.1073114,0.1806364859,18.06364859
Watkinsville,33.8629,-83.4088,8,0.3,0.424253,0.1272759,6,603.6201123,0.2008424078,20.08424078
Watkinsville,33.8629,-83.4088,8,0.3,0.424253,0.1272759,6,637.0791257,0.2221913149,22.21913149
Watkinsville,33.8629,-83.4088,8,0.3,0.424253,0.1272759,6,677.2220318,0.2470957365,24.70957365
Watkinsville,33.8629,-83.4088,8,0.3,0.424253,0.1272759,6,730.7195402,0.2779207425,27.79207425
Watkinsville,33.8629,-83.4088,8,0.3,0.424253,0.1272759,6,784.0324835,0.2920795212,29.20795212
Watkinsville,33.8629,-83.4088,8,0.3,0.424253,0.1272759,6,857.2125399,0.3002386163,30.02386163
